garment_path,split,garment_id,max_token_length,drape_failed,has_digit_in_panel_name,panel_count
garments_5000_1/default_body/rand_ZCOKHK7XHU,train,rand_ZCOKHK7XHU,799,False,False,10
garments_5000_1/default_body/rand_KVZGWRZW9V,train,rand_KVZGWRZW9V,271,False,False,4
garments_5000_1/default_body/rand_BNSA3NN40K,train,rand_BNSA3NN40K,159,False,False,4
garments_5000_1/default_body/rand_HUIAZP85XP,train,rand_HUIAZP85XP,1334,False,True,30
garments_5000_1/default_body/rand_CBTWHWV05E,train,rand_CBTWHWV05E,862,False,False,10
garments_5000_1/default_body/rand_B65OB6V2JG,train,rand_B65OB6V2JG,168,False,False,4
garments_5000_1/default_body/rand_O9L784MH6Q,train,rand_O9L784MH6Q,312,False,False,6
garments_5000_1/default_body/rand_58K9BF07ZA,train,rand_58K9BF07ZA,712,False,False,8
garments_5000_1/default_body/rand_YONPWN0SZ8,train,rand_YONPWN0SZ8,827,False,False,14
garments_5000_1/default_body/rand_SFRGP8IKHR,train,rand_SFRGP8IKHR,871,False,False,12
garments_5000_1/default_body/rand_A2WF90QR91,train,rand_A2WF90QR91,547,False,False,12
garments_5000_1/default_body/rand_N1ZMFX4FX9,train,rand_N1ZMFX4FX9,964,False,True,14
garments_5000_1/default_body/rand_QEAELP7XFT,train,rand_QEAELP7XFT,945,False,False,16
garments_5000_1/default_body/rand_UQR0DVFMMK,train,rand_UQR0DVFMMK,676,False,False,16
garments_5000_1/default_body/rand_5WBTCQYR2B,train,rand_5WBTCQYR2B,1019,False,True,19
garments_5000_1/default_body/rand_6NWQCGPD7C,train,rand_6NWQCGPD7C,1094,False,True,20
garments_5000_1/default_body/rand_2ITOX0E0RA,train,rand_2ITOX0E0RA,623,False,False,10
garments_5000_1/default_body/rand_ZFGBXT8MFS,train,rand_ZFGBXT8MFS,1204,False,False,20
garments_5000_1/default_body/rand_KWB2CEHG21,train,rand_KWB2CEHG21,433,False,False,6
garments_5000_1/default_body/rand_RZCZE6LM0B,train,rand_RZCZE6LM0B,1307,False,True,26
garments_5000_1/default_body/rand_WU5OXGZQY7,train,rand_WU5OXGZQY7,303,False,False,4
garments_5000_1/default_body/rand_L2WIXJINNN,train,rand_L2WIXJINNN,1479,False,True,30
garments_5000_1/default_body/rand_A8IBNUGMUL,train,rand_A8IBNUGMUL,306,False,False,4
garments_5000_1/default_body/rand_07QS0EXUNR,train,rand_07QS0EXUNR,485,False,False,8
garments_5000_1/default_body/rand_TA494OQJ5B,train,rand_TA494OQJ5B,507,False,True,10
garments_5000_1/default_body/rand_UYSR2KESDC,train,rand_UYSR2KESDC,182,False,False,2
garments_5000_1/default_body/rand_6WM9RJI164,train,rand_6WM9RJI164,819,False,True,14
garments_5000_1/default_body/rand_975WVIC37F,train,rand_975WVIC37F,774,False,True,14
garments_5000_1/default_body/rand_3B4RG0DR59,train,rand_3B4RG0DR59,1002,False,True,22
garments_5000_1/default_body/rand_6KNWIRP09S,train,rand_6KNWIRP09S,443,False,False,8
garments_5000_1/default_body/rand_YT1RV4VV45,train,rand_YT1RV4VV45,620,False,False,6
garments_5000_1/default_body/rand_67XROJ7JFW,train,rand_67XROJ7JFW,266,False,False,4
garments_5000_1/default_body/rand_NK4RFVHN13,train,rand_NK4RFVHN13,418,False,False,6
garments_5000_1/default_body/rand_58DEKIUD4G,train,rand_58DEKIUD4G,557,False,False,6
garments_5000_1/default_body/rand_8BDRWVLOGF,train,rand_8BDRWVLOGF,460,False,False,6
garments_5000_1/default_body/rand_6B7B88YGRX,train,rand_6B7B88YGRX,990,False,False,16
garments_5000_1/default_body/rand_VRRYDYTLKH,train,rand_VRRYDYTLKH,1363,False,True,22
garments_5000_1/default_body/rand_OJWRCDO9KN,train,rand_OJWRCDO9KN,1471,False,True,22
garments_5000_1/default_body/rand_CVRAGKZ50Y,train,rand_CVRAGKZ50Y,820,False,False,14
garments_5000_1/default_body/rand_C4M7XYQ454,train,rand_C4M7XYQ454,456,False,True,8
garments_5000_1/default_body/rand_QF7KSMFED0,train,rand_QF7KSMFED0,158,False,False,4
garments_5000_1/default_body/rand_F8ZD6VQ52O,train,rand_F8ZD6VQ52O,296,False,False,4
garments_5000_1/default_body/rand_L8PYB6MEMZ,train,rand_L8PYB6MEMZ,812,False,True,10
garments_5000_1/default_body/rand_ZQ3LW6I4S5,train,rand_ZQ3LW6I4S5,540,False,True,14
garments_5000_1/default_body/rand_JK6KJG8GT6,train,rand_JK6KJG8GT6,1444,False,False,24
garments_5000_1/default_body/rand_3L3E87Z5PT,train,rand_3L3E87Z5PT,979,False,True,24
garments_5000_1/default_body/rand_LI6U8MJHW5,train,rand_LI6U8MJHW5,687,False,False,10
garments_5000_1/default_body/rand_41BHZ893CA,train,rand_41BHZ893CA,994,False,False,18
garments_5000_1/default_body/rand_6Z2YF34J85,train,rand_6Z2YF34J85,1135,False,True,14
garments_5000_1/default_body/rand_GDPSSFK1BK,train,rand_GDPSSFK1BK,662,False,False,10
garments_5000_1/default_body/rand_KUEVBB0C3L,train,rand_KUEVBB0C3L,154,False,False,4
garments_5000_1/default_body/rand_MV1V95QMTO,train,rand_MV1V95QMTO,679,False,False,18
garments_5000_1/default_body/rand_N2NZQ3G5K6,train,rand_N2NZQ3G5K6,300,False,False,6
garments_5000_1/default_body/rand_8WMBPI2FIW,train,rand_8WMBPI2FIW,824,False,False,14
garments_5000_1/default_body/rand_UPBIVT48FR,train,rand_UPBIVT48FR,745,False,False,16
garments_5000_1/default_body/rand_93R5EQK9J0,train,rand_93R5EQK9J0,1184,False,True,30
garments_5000_1/default_body/rand_JB6PF1RFRR,train,rand_JB6PF1RFRR,866,False,False,14
garments_5000_1/default_body/rand_467Q17Q8DI,train,rand_467Q17Q8DI,470,False,False,6
garments_5000_1/default_body/rand_8KLBO85YDC,train,rand_8KLBO85YDC,187,False,False,2
garments_5000_1/default_body/rand_7L18SEVIQ9,train,rand_7L18SEVIQ9,633,False,True,12
garments_5000_1/default_body/rand_BN11D727E2,train,rand_BN11D727E2,331,False,False,4
garments_5000_1/default_body/rand_97OZ7OMGQ3,train,rand_97OZ7OMGQ3,1087,False,False,20
garments_5000_1/default_body/rand_2ZBZWEJL7B,train,rand_2ZBZWEJL7B,629,False,False,8
garments_5000_1/default_body/rand_KC1BUAKVY9,train,rand_KC1BUAKVY9,781,False,False,14
garments_5000_1/default_body/rand_E5R1ECE9TS,train,rand_E5R1ECE9TS,1030,False,False,16
garments_5000_1/default_body/rand_249PILOD2G,train,rand_249PILOD2G,628,False,False,8
garments_5000_1/default_body/rand_5S2OINF0WA,train,rand_5S2OINF0WA,443,False,False,6
garments_5000_1/default_body/rand_99XTN78HD7,train,rand_99XTN78HD7,1058,False,False,18
garments_5000_1/default_body/rand_HFFMMPA1IP,train,rand_HFFMMPA1IP,581,False,False,10
garments_5000_1/default_body/rand_WDFA393W85,train,rand_WDFA393W85,563,False,False,8
garments_5000_1/default_body/rand_EPNY2V7YAD,train,rand_EPNY2V7YAD,484,False,False,6
garments_5000_1/default_body/rand_O7FNUDXPAD,train,rand_O7FNUDXPAD,823,False,False,20
garments_5000_1/default_body/rand_UQVRLPAFY8,train,rand_UQVRLPAFY8,506,False,False,12
garments_5000_1/default_body/rand_3H09U16PSQ,train,rand_3H09U16PSQ,836,False,False,12
garments_5000_1/default_body/rand_WHEBY3SFYC,train,rand_WHEBY3SFYC,1160,False,False,24
garments_5000_1/default_body/rand_OM0GPSYAE1,train,rand_OM0GPSYAE1,1069,False,True,18
garments_5000_1/default_body/rand_I638HK2VOY,train,rand_I638HK2VOY,193,False,False,2
garments_5000_1/default_body/rand_R9DJ1GN5ED,train,rand_R9DJ1GN5ED,373,False,False,4
garments_5000_1/default_body/rand_C3I3FJZRW5,train,rand_C3I3FJZRW5,163,False,False,4
garments_5000_1/default_body/rand_HQAOTKGJN4,train,rand_HQAOTKGJN4,501,False,False,12
garments_5000_1/default_body/rand_5O4ZTTOFJB,train,rand_5O4ZTTOFJB,327,False,False,4
garments_5000_1/default_body/rand_CMGC2IL1B8,train,rand_CMGC2IL1B8,282,False,False,4
garments_5000_1/default_body/rand_6WCD4BEHWH,train,rand_6WCD4BEHWH,175,False,False,4
garments_5000_1/default_body/rand_RGUCOB40CE,train,rand_RGUCOB40CE,296,False,False,4
garments_5000_1/default_body/rand_TQ3MA8ZEIF,train,rand_TQ3MA8ZEIF,500,False,True,8
garments_5000_1/default_body/rand_KXXLY4ZOPM,train,rand_KXXLY4ZOPM,684,False,True,11
garments_5000_1/default_body/rand_K02JZWLU9I,train,rand_K02JZWLU9I,470,False,False,6
garments_5000_1/default_body/rand_NRX9YMIDOQ,train,rand_NRX9YMIDOQ,199,False,False,2
garments_5000_1/default_body/rand_8C4GVKZS2H,train,rand_8C4GVKZS2H,368,False,False,6
garments_5000_1/default_body/rand_NTKFWAPEAG,train,rand_NTKFWAPEAG,461,False,False,8
garments_5000_1/default_body/rand_CPKUG8VH5D,train,rand_CPKUG8VH5D,413,False,False,6
garments_5000_1/default_body/rand_RRKHJON9QF,train,rand_RRKHJON9QF,663,False,True,12
garments_5000_1/default_body/rand_4UN70H1Q8V,train,rand_4UN70H1Q8V,1320,False,False,24
garments_5000_1/default_body/rand_2PLDU335QS,train,rand_2PLDU335QS,599,False,False,12
garments_5000_1/default_body/rand_L87W8BXGSY,train,rand_L87W8BXGSY,450,False,False,6
garments_5000_1/default_body/rand_0ZY50Q5AU3,train,rand_0ZY50Q5AU3,614,False,True,15
garments_5000_1/default_body/rand_NR46SGHKJE,train,rand_NR46SGHKJE,671,False,True,10
garments_5000_1/default_body/rand_GZ8H79BQVJ,train,rand_GZ8H79BQVJ,696,False,False,10
garments_5000_1/default_body/rand_4S4HUI9Y2V,train,rand_4S4HUI9Y2V,1370,False,True,22
garments_5000_1/default_body/rand_NOT8M8FJUS,train,rand_NOT8M8FJUS,1010,False,True,20
garments_5000_1/default_body/rand_6S2ZXXMSAN,train,rand_6S2ZXXMSAN,621,False,False,12
garments_5000_1/default_body/rand_9R0SWHM0KI,train,rand_9R0SWHM0KI,197,False,False,2
garments_5000_1/default_body/rand_JQ9XMYPU1B,train,rand_JQ9XMYPU1B,353,False,False,8
garments_5000_1/default_body/rand_AR9E6FOQM7,train,rand_AR9E6FOQM7,754,False,False,14
garments_5000_1/default_body/rand_FRXRE53RKR,train,rand_FRXRE53RKR,616,False,False,10
garments_5000_1/default_body/rand_C5Q2PK32FK,train,rand_C5Q2PK32FK,474,False,False,6
garments_5000_1/default_body/rand_JRU56L1DR9,train,rand_JRU56L1DR9,433,False,False,6
garments_5000_1/default_body/rand_XKRZLUU5Z1,train,rand_XKRZLUU5Z1,354,False,False,4
garments_5000_1/default_body/rand_QZHPIOS8CV,train,rand_QZHPIOS8CV,680,False,True,12
garments_5000_1/default_body/rand_BO39DY5V6D,train,rand_BO39DY5V6D,166,False,False,4
garments_5000_1/default_body/rand_ZOEVWMH5O2,train,rand_ZOEVWMH5O2,1113,False,False,18
garments_5000_1/default_body/rand_FELGBT1Q66,train,rand_FELGBT1Q66,315,False,False,4
garments_5000_1/default_body/rand_7UGTWC127G,train,rand_7UGTWC127G,392,False,False,8
garments_5000_1/default_body/rand_F5B0K5DP14,train,rand_F5B0K5DP14,709,False,False,8
garments_5000_1/default_body/rand_02WNIAFPOZ,train,rand_02WNIAFPOZ,296,False,False,4
garments_5000_1/default_body/rand_HIG3IQ2MS3,train,rand_HIG3IQ2MS3,310,False,False,4
garments_5000_1/default_body/rand_QB687CCQPX,train,rand_QB687CCQPX,597,False,False,12
garments_5000_1/default_body/rand_U10CKJLWN0,train,rand_U10CKJLWN0,521,False,False,6
garments_5000_1/default_body/rand_OPZGO9X7YF,train,rand_OPZGO9X7YF,84,False,False,2
garments_5000_1/default_body/rand_3VXG67Y63W,train,rand_3VXG67Y63W,926,False,False,12
garments_5000_1/default_body/rand_PEKQTEV77S,train,rand_PEKQTEV77S,648,False,True,12
garments_5000_1/default_body/rand_LI8VM2EEED,train,rand_LI8VM2EEED,689,False,False,12
garments_5000_1/default_body/rand_FOE6W9VZP9,train,rand_FOE6W9VZP9,1142,False,True,24
garments_5000_1/default_body/rand_R8NQF0523B,train,rand_R8NQF0523B,174,False,False,2
garments_5000_1/default_body/rand_GW4LJ5R0ZT,train,rand_GW4LJ5R0ZT,564,False,True,15
garments_5000_1/default_body/rand_MY0U3YBN1B,train,rand_MY0U3YBN1B,903,False,False,14
garments_5000_1/default_body/rand_PXIKEPILBP,train,rand_PXIKEPILBP,272,False,False,4
garments_5000_1/default_body/rand_QCEG1A0ECY,train,rand_QCEG1A0ECY,667,False,True,8
garments_5000_1/default_body/rand_XES1EQZZGQ,train,rand_XES1EQZZGQ,790,False,False,12
garments_5000_1/default_body/rand_DCXS404V6S,train,rand_DCXS404V6S,361,False,True,6
garments_5000_1/default_body/rand_7SE80DU6ZA,train,rand_7SE80DU6ZA,343,False,False,8
garments_5000_1/default_body/rand_5G3KZ1HE63,train,rand_5G3KZ1HE63,1074,False,False,16
garments_5000_1/default_body/rand_M23NOO9V2X,train,rand_M23NOO9V2X,312,False,False,8
garments_5000_1/default_body/rand_1MEERT1VNZ,train,rand_1MEERT1VNZ,700,False,False,16
garments_5000_1/default_body/rand_0PEQST7091,train,rand_0PEQST7091,761,False,True,10
garments_5000_1/default_body/rand_LO0VPP61R6,train,rand_LO0VPP61R6,460,False,False,6
garments_5000_1/default_body/rand_WC8OCYJS60,train,rand_WC8OCYJS60,158,False,False,4
garments_5000_1/default_body/rand_NG0OH0R7S6,train,rand_NG0OH0R7S6,512,False,False,12
garments_5000_1/default_body/rand_W2RXXFVSRD,train,rand_W2RXXFVSRD,649,False,False,10
garments_5000_1/default_body/rand_SJQG192FFB,train,rand_SJQG192FFB,180,False,False,4
garments_5000_1/default_body/rand_YZ5S6CID02,train,rand_YZ5S6CID02,414,False,True,14
garments_5000_1/default_body/rand_KL3TKCCUCD,train,rand_KL3TKCCUCD,1152,False,True,26
garments_5000_1/default_body/rand_49IR83NML5,train,rand_49IR83NML5,177,False,False,4
garments_5000_1/default_body/rand_J8XGLUC63M,train,rand_J8XGLUC63M,1041,False,False,20
garments_5000_1/default_body/rand_QHMXZMMIUC,train,rand_QHMXZMMIUC,611,False,False,10
garments_5000_1/default_body/rand_XU1OKSQ7OO,train,rand_XU1OKSQ7OO,524,False,True,13
garments_5000_1/default_body/rand_9RB4IMGWAH,train,rand_9RB4IMGWAH,438,False,False,6
garments_5000_1/default_body/rand_0OVLBXF4MQ,train,rand_0OVLBXF4MQ,418,False,False,6
garments_5000_1/default_body/rand_8WMZJB9F5C,train,rand_8WMZJB9F5C,1005,False,True,24
garments_5000_1/default_body/rand_8QCKT870AV,train,rand_8QCKT870AV,1260,False,True,22
garments_5000_1/default_body/rand_BIFM6L6QFR,train,rand_BIFM6L6QFR,855,False,False,14
garments_5000_1/default_body/rand_ZQAGQ2KBIG,train,rand_ZQAGQ2KBIG,786,False,False,12
garments_5000_1/default_body/rand_CSJRVGANUJ,train,rand_CSJRVGANUJ,346,False,True,8
garments_5000_1/default_body/rand_I1LHN7CQQL,train,rand_I1LHN7CQQL,745,False,False,8
garments_5000_1/default_body/rand_JYGYZ72I5V,train,rand_JYGYZ72I5V,495,False,False,6
garments_5000_1/default_body/rand_ME9NADIZHL,train,rand_ME9NADIZHL,159,False,False,4
garments_5000_1/default_body/rand_9405WOXQYD,train,rand_9405WOXQYD,607,False,True,12
garments_5000_1/default_body/rand_FQ8I5JTQRL,train,rand_FQ8I5JTQRL,578,False,True,12
garments_5000_1/default_body/rand_EJP0S4KWNM,train,rand_EJP0S4KWNM,233,False,False,6
garments_5000_1/default_body/rand_498QTRCO1T,train,rand_498QTRCO1T,503,False,True,12
garments_5000_1/default_body/rand_UVZGMNGA4W,train,rand_UVZGMNGA4W,455,False,False,6
garments_5000_1/default_body/rand_T7IN4E3BDK,train,rand_T7IN4E3BDK,493,False,False,8
garments_5000_1/default_body/rand_97SKO628XE,train,rand_97SKO628XE,518,False,False,12
garments_5000_1/default_body/rand_4TVSB2HNTB,train,rand_4TVSB2HNTB,822,False,False,10
garments_5000_1/default_body/rand_QPUSBQUQ69,train,rand_QPUSBQUQ69,776,False,False,10
garments_5000_1/default_body/rand_PP977B2QMU,train,rand_PP977B2QMU,276,False,False,4
garments_5000_1/default_body/rand_5O355EDIE3,train,rand_5O355EDIE3,553,False,False,8
garments_5000_1/default_body/rand_1UPZA6T9NW,train,rand_1UPZA6T9NW,316,False,False,8
garments_5000_1/default_body/rand_IMYA4L28OX,train,rand_IMYA4L28OX,158,False,False,4
garments_5000_1/default_body/rand_JTJCCZYOWE,train,rand_JTJCCZYOWE,666,False,False,10
garments_5000_1/default_body/rand_13ELYX7YHC,train,rand_13ELYX7YHC,263,False,False,6
garments_5000_1/default_body/rand_OXJ2OSNC2Y,train,rand_OXJ2OSNC2Y,485,False,False,6
garments_5000_1/default_body/rand_3UACLYF07O,train,rand_3UACLYF07O,314,False,False,4
garments_5000_1/default_body/rand_2KFZ0VWDTF,train,rand_2KFZ0VWDTF,1580,False,True,22
garments_5000_1/default_body/rand_Z48AVLMA23,train,rand_Z48AVLMA23,959,False,True,19
garments_5000_1/default_body/rand_W6SECBC8V8,train,rand_W6SECBC8V8,314,False,False,4
garments_5000_1/default_body/rand_H76DXMABBG,train,rand_H76DXMABBG,527,False,False,12
garments_5000_1/default_body/rand_VAHG4DSJ2G,train,rand_VAHG4DSJ2G,287,False,False,4
garments_5000_1/default_body/rand_T5AM6EISYG,train,rand_T5AM6EISYG,736,False,False,12
garments_5000_1/default_body/rand_2DPKE1374X,train,rand_2DPKE1374X,164,False,False,4
garments_5000_1/default_body/rand_00CXQDTPMH,train,rand_00CXQDTPMH,1020,False,True,20
garments_5000_1/default_body/rand_LOHJVNS6KH,train,rand_LOHJVNS6KH,182,False,False,2
garments_5000_1/default_body/rand_ET0S1OHWIR,train,rand_ET0S1OHWIR,1247,False,True,20
garments_5000_1/default_body/rand_91O8VDFI3P,train,rand_91O8VDFI3P,445,False,False,6
garments_5000_1/default_body/rand_EW39103SHB,train,rand_EW39103SHB,1119,False,True,21
garments_5000_1/default_body/rand_Q2Y0BTYIEB,train,rand_Q2Y0BTYIEB,456,False,False,8
garments_5000_1/default_body/rand_SXY7K38Z6S,train,rand_SXY7K38Z6S,182,False,False,2
garments_5000_1/default_body/rand_9V48TEAK13,train,rand_9V48TEAK13,552,False,True,10
garments_5000_1/default_body/rand_DH9W45A284,train,rand_DH9W45A284,347,False,False,4
garments_5000_1/default_body/rand_87F9OOFI0S,train,rand_87F9OOFI0S,489,False,False,12
garments_5000_1/default_body/rand_6J364J6Q1U,train,rand_6J364J6Q1U,545,False,False,8
garments_5000_1/default_body/rand_PWE9ADV5O4,train,rand_PWE9ADV5O4,129,False,True,4
garments_5000_1/default_body/rand_LY9H1PDJUU,train,rand_LY9H1PDJUU,177,False,False,2
garments_5000_1/default_body/rand_5UQT5D3GWQ,train,rand_5UQT5D3GWQ,1289,False,True,30
garments_5000_1/default_body/rand_QX4GY6QHYA,train,rand_QX4GY6QHYA,694,False,False,16
garments_5000_1/default_body/rand_HRI7V08XSU,train,rand_HRI7V08XSU,708,False,True,12
garments_5000_1/default_body/rand_748MA3S64R,train,rand_748MA3S64R,328,False,False,4
garments_5000_1/default_body/rand_YVWPFTU07S,train,rand_YVWPFTU07S,848,False,True,10
garments_5000_1/default_body/rand_BMC32E4QQ0,train,rand_BMC32E4QQ0,171,False,False,4
garments_5000_1/default_body/rand_MM3YZDCVY1,train,rand_MM3YZDCVY1,462,False,False,12
garments_5000_1/default_body/rand_13CWFOM17S,train,rand_13CWFOM17S,520,False,False,6
garments_5000_1/default_body/rand_TLGFNH1CY9,train,rand_TLGFNH1CY9,894,False,False,16
garments_5000_1/default_body/rand_MK1DO2KMDE,train,rand_MK1DO2KMDE,653,False,False,10
garments_5000_1/default_body/rand_KANNQVDSYV,train,rand_KANNQVDSYV,154,False,False,4
garments_5000_1/default_body/rand_NTQ42FJH97,train,rand_NTQ42FJH97,438,False,False,6
garments_5000_1/default_body/rand_239A8DOF5K,train,rand_239A8DOF5K,588,False,False,10
garments_5000_1/default_body/rand_T3AM5YNTJ3,train,rand_T3AM5YNTJ3,812,False,False,14
garments_5000_1/default_body/rand_KQEE02PCEL,train,rand_KQEE02PCEL,1409,False,True,32
garments_5000_1/default_body/rand_PZA9Z8EMJB,train,rand_PZA9Z8EMJB,1024,False,True,14
garments_5000_1/default_body/rand_0TFUL8SPMI,train,rand_0TFUL8SPMI,655,False,True,8
garments_5000_1/default_body/rand_3E09L1CVT7,train,rand_3E09L1CVT7,995,False,True,14
garments_5000_1/default_body/rand_SZARHQ0H9F,train,rand_SZARHQ0H9F,617,False,False,12
garments_5000_1/default_body/rand_JMO9UPA2FO,train,rand_JMO9UPA2FO,774,False,False,14
garments_5000_1/default_body/rand_WLPFSJD4G9,train,rand_WLPFSJD4G9,448,False,False,10
garments_5000_1/default_body/rand_Z8NV4WNIPE,train,rand_Z8NV4WNIPE,1139,False,False,22
garments_5000_1/default_body/rand_S3UUL5K9NG,train,rand_S3UUL5K9NG,174,False,False,2
garments_5000_1/default_body/rand_D1065EZCU8,train,rand_D1065EZCU8,810,False,False,16
garments_5000_1/default_body/rand_8RVBBYT05J,train,rand_8RVBBYT05J,173,False,False,2
garments_5000_1/default_body/rand_L5YPOBUUA0,train,rand_L5YPOBUUA0,670,False,False,10
garments_5000_1/default_body/rand_JWVF79AT32,train,rand_JWVF79AT32,825,False,False,16
garments_5000_1/default_body/rand_4N02BS39Y8,train,rand_4N02BS39Y8,505,False,False,6
garments_5000_1/default_body/rand_IVCZUKPLZB,train,rand_IVCZUKPLZB,888,False,False,10
garments_5000_1/default_body/rand_QP8KQ2FCLF,train,rand_QP8KQ2FCLF,312,False,False,6
garments_5000_1/default_body/rand_0NAH2KPCD4,train,rand_0NAH2KPCD4,543,False,False,12
garments_5000_1/default_body/rand_RRTAM3PBNV,train,rand_RRTAM3PBNV,921,False,False,12
garments_5000_1/default_body/rand_WDZVG2VI1X,train,rand_WDZVG2VI1X,862,False,False,18
garments_5000_1/default_body/rand_P2O4GSXN11,train,rand_P2O4GSXN11,658,False,False,16
garments_5000_1/default_body/rand_4MKSC4CDNV,train,rand_4MKSC4CDNV,170,False,False,4
garments_5000_1/default_body/rand_1UAGLRX5CX,train,rand_1UAGLRX5CX,1176,False,False,24
garments_5000_1/default_body/rand_MNGA75MQTK,train,rand_MNGA75MQTK,868,False,False,16
garments_5000_1/default_body/rand_E8QHANCM1Y,train,rand_E8QHANCM1Y,405,False,True,10
garments_5000_1/default_body/rand_NU6KRCDZ32,train,rand_NU6KRCDZ32,586,False,False,10
garments_5000_1/default_body/rand_9RIWXOBQ2J,train,rand_9RIWXOBQ2J,796,False,False,14
garments_5000_1/default_body/rand_TD68JI8XU6,train,rand_TD68JI8XU6,481,False,False,12
garments_5000_1/default_body/rand_PUPY2XMQ98,train,rand_PUPY2XMQ98,1555,False,False,26
garments_5000_1/default_body/rand_JU9RR7ES7U,train,rand_JU9RR7ES7U,819,False,True,10
garments_5000_1/default_body/rand_ES9LFGNTDE,train,rand_ES9LFGNTDE,1025,False,True,16
garments_5000_1/default_body/rand_RCAQ4QMD4X,train,rand_RCAQ4QMD4X,976,False,False,12
garments_5000_1/default_body/rand_JTXLAIOW77,train,rand_JTXLAIOW77,708,False,False,18
garments_5000_1/default_body/rand_DR8CO164JR,train,rand_DR8CO164JR,163,False,False,4
garments_5000_1/default_body/rand_HLJBO9BX72,train,rand_HLJBO9BX72,811,False,False,16
garments_5000_1/default_body/rand_40ORGAMZH5,train,rand_40ORGAMZH5,179,False,False,4
garments_5000_1/default_body/rand_ZS9Y4LQK3T,train,rand_ZS9Y4LQK3T,315,False,False,4
garments_5000_1/default_body/rand_S4ZM2UPVDF,train,rand_S4ZM2UPVDF,318,False,False,4
garments_5000_1/default_body/rand_1H14LRH09J,train,rand_1H14LRH09J,455,False,True,12
garments_5000_1/default_body/rand_C3FL82N4WI,train,rand_C3FL82N4WI,154,False,False,4
garments_5000_1/default_body/rand_101FK8H6AZ,train,rand_101FK8H6AZ,838,False,False,20
garments_5000_1/default_body/rand_450OVO0JJI,train,rand_450OVO0JJI,521,False,False,14
garments_5000_1/default_body/rand_V6U3P3OAMF,train,rand_V6U3P3OAMF,221,False,False,2
garments_5000_1/default_body/rand_EOHPTOIN8N,train,rand_EOHPTOIN8N,800,False,False,14
garments_5000_1/default_body/rand_KK1DHF65JS,train,rand_KK1DHF65JS,582,False,False,12
garments_5000_1/default_body/rand_0DGAAUOV2V,train,rand_0DGAAUOV2V,196,False,False,4
garments_5000_1/default_body/rand_5AZH65AGBK,train,rand_5AZH65AGBK,658,False,False,8
garments_5000_1/default_body/rand_6974LSKT0X,train,rand_6974LSKT0X,649,False,False,16
garments_5000_1/default_body/rand_NH14SNBQFO,train,rand_NH14SNBQFO,1118,False,True,23
garments_5000_1/default_body/rand_1LPME2B4A7,train,rand_1LPME2B4A7,719,False,True,12
garments_5000_1/default_body/rand_B7CJAAKJP4,train,rand_B7CJAAKJP4,296,False,False,4
garments_5000_1/default_body/rand_PCB7SELMKQ,train,rand_PCB7SELMKQ,278,False,False,6
garments_5000_1/default_body/rand_3JOBG51B4X,train,rand_3JOBG51B4X,159,False,False,4
garments_5000_1/default_body/rand_7UHY8FN5G3,train,rand_7UHY8FN5G3,509,False,False,12
garments_5000_1/default_body/rand_PKYA4OHG2G,train,rand_PKYA4OHG2G,436,False,False,6
garments_5000_1/default_body/rand_WBTL13I8RD,train,rand_WBTL13I8RD,338,False,False,4
garments_5000_1/default_body/rand_LIR7EVB3OR,train,rand_LIR7EVB3OR,744,False,True,14
garments_5000_1/default_body/rand_5VAE9M2XUZ,train,rand_5VAE9M2XUZ,163,False,False,4
garments_5000_1/default_body/rand_YUTSSS5N2D,train,rand_YUTSSS5N2D,1069,False,False,16
garments_5000_1/default_body/rand_X1PBHIH4F4,train,rand_X1PBHIH4F4,508,False,True,12
garments_5000_1/default_body/rand_TXGZ4CAXAN,train,rand_TXGZ4CAXAN,1202,False,False,24
garments_5000_1/default_body/rand_2H9N9MO6I7,train,rand_2H9N9MO6I7,873,False,True,16
garments_5000_1/default_body/rand_PUWGOROHZO,train,rand_PUWGOROHZO,1203,False,False,18
garments_5000_1/default_body/rand_IWHM5RGNJM,train,rand_IWHM5RGNJM,679,False,True,10
garments_5000_1/default_body/rand_2AVCYFQ4S3,train,rand_2AVCYFQ4S3,507,False,True,10
garments_5000_1/default_body/rand_4WJKPTNEKD,train,rand_4WJKPTNEKD,518,False,False,6
garments_5000_1/default_body/rand_NE5A8V2QAN,train,rand_NE5A8V2QAN,65,False,False,2
garments_5000_1/default_body/rand_6F8HMQH5XO,train,rand_6F8HMQH5XO,800,False,False,14
garments_5000_1/default_body/rand_9G5NBOHAV8,train,rand_9G5NBOHAV8,847,False,True,15
garments_5000_1/default_body/rand_ICRGZAT82S,train,rand_ICRGZAT82S,320,False,False,4
garments_5000_1/default_body/rand_34MX2PWN68,train,rand_34MX2PWN68,1279,False,True,20
garments_5000_1/default_body/rand_21LDS2BPFQ,train,rand_21LDS2BPFQ,177,False,False,2
garments_5000_1/default_body/rand_ZT0HHY5ISU,train,rand_ZT0HHY5ISU,593,False,False,10
garments_5000_1/default_body/rand_M2OAMCAU0M,train,rand_M2OAMCAU0M,900,False,False,16
garments_5000_1/default_body/rand_6W3RTXSZKW,train,rand_6W3RTXSZKW,531,False,False,6
garments_5000_1/default_body/rand_4GPZDKENQZ,train,rand_4GPZDKENQZ,765,False,True,12
garments_5000_1/default_body/rand_H63SSYNB8C,train,rand_H63SSYNB8C,940,False,True,16
